feature,importance
cn_ploidy_ratio,116797.3203125
total_cn,3630.219482421875
pLOH,3136.546142578125
purity,2978.25927734375
freq_HR,2473.5849609375
minor_cn_ratio,2390.385009765625
total_freq,2218.073486328125
freq_Circular,2089.810302734375
cna_burden,2087.249267578125
cna_burden_purity,1924.425537109375
freq_Linear,1855.3284912109375
circular_dominance,1840.2301025390625
AScore,1796.446533203125
ploidy,1702.03955078125
minor_cn,1607.0179443359375
freq_BFB,1464.0770263671875
